SEQ,FECHA_CREACION,PREFIJO,CARRIER,AWB,ORIGEN,DESTINO,CODIGO_AGENTE,NOMBRE_AGENTE,PIEZAS,CWEIGHT,GROSSW,VOLUMEN,RATE,FLETE,SUBTOTAL,TAX,TOTAL,CODIGO_CLIENTE,CURRENCY,PRICE_CLASS,SHC_LIST,CHARGE_CODE,CREATE_OPER
20154580,2026-02-18,480,A7,00302492,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,100,2015,2015,8.428,2.25,0,0,0,,~020154580S,CLP,,COL PES,PP,System
20154282,2026-02-18,480,A7,01012384,NLU,HAV,0000009TMA,AWESOME CARGO,76,45877,45877,147.136,1,0,1,0,,~020154282S,USD,,HEA,PP,DVARGAS
20153494,2026-02-17,HWB,A7,I338139,NLU,PEK,86114130001,DHL GLOBAL FORWARDING MEXICO SA DE,1,1096,1096,0,0,0,0,0,,~020153494S,USD,,HEA,PP,SGUTIERREZ
20148645,2026-02-17,480,A7,00207642,NLU,PEK,86114130001,DHL GLOBAL FORWARDING MEXICO SA DE,1,1096,1096,1.38,0.8,832.96,832.96,37.09,,86114130001,USD,,HEA,PP,YMEDINA
20132239,2026-02-16,480,ET,00141492,NLU,LIM,0000009TMA,AWESOME CARGO,5,4256,4256,6.9,,0,0,0,,86199080015,USD,,HEA,,PTOLEDO
20125707,2026-02-16,480,A7,00101931,HGH,NLU,0000009CGO,AWESOME CARGO,4,891,202,5.344,1,0.95,0.95,0,,~020125707S,USD,,HEA,PP,HGHOP
20125685,2026-02-16,480,A7,00121844,HGH,NLU,0000009CGO,AWESOME CARGO,32,1000,699,5.998,1,0.95,0.95,0,,0000009HAS,USD,,HEA,PP,HGHOP
20125627,2026-02-16,480,A7,00101916,HGH,NLU,0000009CGO,AWESOME CARGO,7,1644,1625,9.863,1,0.95,0.95,0,,~020125627S,USD,,HEA,PP,HGHOP
20125588,2026-02-16,480,A7,00073150,HGH,NLU,0000009CGO,AWESOME CARGO,4,4737,4737,21.999,1,0.95,0.95,0,,~020125588S,USD,,HEA,PP,HGHOP
20125508,2026-02-16,480,A7,00073124,HGH,NLU,0000009CGO,AWESOME CARGO,53,1097,1097,6.509,1,0.95,0.95,0,,~020125508S,USD,,,PP,HGHOP
20125477,2026-02-16,480,A7,00149306,HGH,NLU,0000009CGO,AWESOME CARGO,25,559,559,2.25,1,0.95,0.95,0,,0000009SZT,USD,,,PP,HGHOP
20125466,2026-02-16,480,A7,00149284,HGH,NLU,0000009CGO,AWESOME CARGO,100,2120,2120,9,1,0.95,0.95,0,,0000009SZT,USD,,,PP,HGHOP
20125443,2026-02-16,480,A7,00149273,HGH,NLU,0000009CGO,AWESOME CARGO,100,2196,2196,9,1,0.95,0.95,0,,0000009SZT,USD,,,PP,HGHOP
20125400,2026-02-16,480,A7,00149730,HGH,NLU,0000009CGO,AWESOME CARGO,100,1653,1653,9,1,0.95,0.95,0,,0000009FAL,USD,,,PP,HGHOP
20124836,2026-02-16,480,A7,00073135,HGH,VCP,0000009CGO,AWESOME CARGO,4,2270,2270,3.115,1,0.95,0.95,0,,0000009CWL,USD,,HEA,PP,HGHOP
20124625,2026-02-16,480,A7,00073146,HGH,VCP,0000009CGO,AWESOME CARGO,4,3746,3746,1.909,1,0.95,0.95,0,,0000009CWL,USD,,,PP,HGHOP
20124583,2026-02-16,480,A7,00149586,HGH,VCP,0000009CGO,AWESOME CARGO,83,1987,1587,11.92,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
20124549,2026-02-16,480,A7,00121951,HGH,VCP,0000009CGO,AWESOME CARGO,76,1096,1096,5.934,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
20124539,2026-02-16,480,A7,00121940,HGH,VCP,0000009CGO,AWESOME CARGO,23,542,542,2.76,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
20124526,2026-02-16,480,A7,00121936,HGH,VCP,0000009CGO,AWESOME CARGO,68,1360,1098,8.16,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
20124507,2026-02-16,480,A7,00121925,HGH,VCP,0000009CGO,AWESOME CARGO,50,1000,115,6,1,0.95,0.95,0,,0000009ZUB,USD,,,PP,HGHOP
20123921,2026-02-16,480,A7,00149726,HGH,NLU,0000009CGO,AWESOME CARGO,100,1646,1646,9,1,1563.7,1563.7,0,,0000009FAL,USD,,,PP,HGHOP
20115109,2026-02-15,480,A7,00147346,CGO,SCL,0000009CGO,AWESOME CARGO,91,2057,2057,10.92,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20115089,2026-02-15,480,A7,00147335,CGO,SCL,0000009CGO,AWESOME CARGO,104,2145,2145,11.477,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20115043,2026-02-15,480,A7,00147324,CGO,SCL,0000009CGO,AWESOME CARGO,97,2160,2160,11.463,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20115035,2026-02-15,480,A7,00147313,CGO,SCL,0000009CGO,AWESOME CARGO,95,2151,2151,11.4,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20115024,2026-02-15,480,A7,00147302,CGO,SCL,0000009CGO,AWESOME CARGO,96,2223,2223,11.414,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20114971,2026-02-15,480,A7,00147291,CGO,SCL,0000009CGO,AWESOME CARGO,35,542,542,2.83,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20114939,2026-02-15,480,A7,00147280,CGO,SCL,0000009CGO,AWESOME CARGO,96,2225,2225,11.432,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20114935,2026-02-15,480,A7,00073102,CGO,SCL,0000009CGO,AWESOME CARGO,88,1985,1985,10.56,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20114917,2026-02-15,480,A7,00149822,CGO,SCL,0000009CGO,AWESOME CARGO,100,2000,1810,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114912,2026-02-15,480,A7,00146392,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1854,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114907,2026-02-15,480,A7,00146381,CGO,SCL,0000009CGO,AWESOME CARGO,84,2000,1694,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114775,2026-02-15,480,A7,00146370,CGO,SCL,0000009CGO,AWESOME CARGO,100,2003.5,1518,12.019,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114700,2026-02-15,480,A7,00146366,CGO,SCL,0000009CGO,AWESOME CARGO,84,2000,1661,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114648,2026-02-15,480,A7,00146355,CGO,SCL,0000009CGO,AWESOME CARGO,90,2000,1757,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114633,2026-02-15,480,A7,00146344,CGO,SCL,0000009CGO,AWESOME CARGO,100,2000,1817,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114629,2026-02-15,480,A7,00146333,CGO,SCL,0000009CGO,AWESOME CARGO,85,2000,1686,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114624,2026-02-15,480,A7,00146322,CGO,SCL,0000009CGO,AWESOME CARGO,84,2000,1676,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114621,2026-02-15,480,A7,00146311,CGO,SCL,0000009CGO,AWESOME CARGO,85,2000,1648,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114576,2026-02-15,480,A7,00146300,CGO,SCL,0000009CGO,AWESOME CARGO,95,2005,2005,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114569,2026-02-15,480,A7,00146296,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1728,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114556,2026-02-15,480,A7,00146285,CGO,SCL,0000009CGO,AWESOME CARGO,98,2000,1874,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114538,2026-02-15,480,A7,00146274,CGO,SCL,0000009CGO,AWESOME CARGO,98,2022,2022,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114505,2026-02-15,480,A7,00146263,CGO,SCL,0000009CGO,AWESOME CARGO,84,2000,1713,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114493,2026-02-15,480,A7,00146252,CGO,SCL,0000009CGO,AWESOME CARGO,100,2000,1800,12,1,1900,1900,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114484,2026-02-15,480,A7,00146241,CGO,SCL,0000009CGO,AWESOME CARGO,100,2000,1748,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114480,2026-02-15,480,A7,00146230,CGO,SCL,0000009CGO,AWESOME CARGO,97,2000,1960,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114473,2026-02-15,480,A7,00146226,CGO,SCL,0000009CGO,AWESOME CARGO,87,2000,1923,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114467,2026-02-15,480,A7,00146215,CGO,SCL,0000009CGO,AWESOME CARGO,94,2000,1733,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20114358,2026-02-15,480,A7,00146204,CGO,SCL,0000009CGO,AWESOME CARGO,98,2000,1714,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
20109212,2026-02-15,HWB,A7,MEX69613689,NLU,PVG,86102340015,JAS FORWARDING DE MEXICO SA DE CV,8,5193,5193,0,0,0,0,0,,~020109212S,USD,,HEA,PP,ABARCENAS
20107640,2026-02-14,HWB,A7,1072476348,NLU,PEK,86102310092,KUEHNE + NAGEL FORWARDING,2,206,206,0,0,0,0,0,,~020107640S,USD,,,PP,ABARCENAS
20107610,2026-02-14,HWB,A7,CUU0029615,NLU,PEK,86199080015,DSV AIR SEA SA DE CV,2,188,188,0,0,0,0,0,,~020107522S,USD,,,PP,ABARCENAS
20107522,2026-02-14,HWB,A7,CUU0029617,NLU,PEK,86199080015,DSV AIR SEA SA DE CV,1,94.5,94.5,0,0,0,0,0,,~020107522S,USD,,,PP,ABARCENAS
20107476,2026-02-14,HWB,A7,I327269,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,5,2048.5,2048.4,0,0,0,0,0,,~020107476S,BRL,,HEA,PP,VMAXIMO
20107471,2026-02-14,HWB,A7,I362613,NLU,PVG,86114130001,DHL GLOBAL FORWARDING MEXICO SA DE,1,127,127,0,0,0,0,0,,~020107471S,USD,,,PP,ABARCENAS
20107464,2026-02-14,HWB,A7,I327979,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,10,4213.5,4213.1,0,0,0,0,0,,~020107464S,BRL,,HEA,PP,VMAXIMO
20107442,2026-02-14,HWB,A7,I327391,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,10,4213.5,4213.1,0,0,0,0,0,,~020107442S,BRL,,HEA,PP,VMAXIMO
20107414,2026-02-14,HWB,A7,I328002,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,10,4213.5,4213.1,0,0,0,0,0,,~020107414S,BRL,,HEA,PP,VMAXIMO
20107428,2026-02-14,HWB,A7,QRO0053308,NLU,PVG,86199080015,DSV AIR SEA SA DE CV,1,773.5,773.5,0,0,0,0,0,,~020107342S,USD,,HEA,PP,ABARCENAS
20107342,2026-02-14,HWB,A7,QRO0053307,NLU,PVG,86199080015,DSV AIR SEA SA DE CV,1,219.5,219.5,0,0,0,0,0,,~020107342S,USD,,HEA,PP,ABARCENAS
20107303,2026-02-14,HWB,A7,EDC1628644,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,15,11468,11468,0,0,0,0,0,,~020107303S,USD,,HEA,PP,VMAXIMO
20107223,2026-02-14,HWB,A7,31144945912,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,2,154.5,154.1,0,0,0,0,0,,~020107223S,BRL,,,PP,VMAXIMO
20106962,2026-02-14,HWB,A7,31144945913,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,15,2683,2683,0,0,0,0,0,,~020106962S,BRL,,HEA,PP,VMAXIMO
20106943,2026-02-14,HWB,A7,MX106231974,NLU,PVG,86100280000,CEVA A&O MEXICO SA DE CV,10,6920,6920,0,0,0,0,0,,~020106943S,USD,,HEA,PP,ABARCENAS
20106899,2026-02-14,HWB,A7,RIO0014456,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,3,202.5,98.7,0,0,0,0,0,,~020106899S,BRL,,,PP,VMAXIMO
20106868,2026-02-14,HWB,A7,RIO0014457,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,9,891.5,634.7,0,0,0,0,0,,~020106868S,BRL,,,PP,VMAXIMO
20106720,2026-02-14,480,A7,00212516,NLU,PVG,86100280000,CEVA A&O MEXICO SA DE CV,10,6920,6920,27.225,0.7,4601.8,4601.8,203.71,,86100280000,USD,,HEA,PP,YMEDINA
20106653,2026-02-14,480,A7,00202602,NLU,PVG,86199080015,DSV AIR SEA SA DE CV,2,993,993,2.82,0.65,613.18,613.18,27.47,,86199080015,USD,,HEA,PP,YMEDINA
20106598,2026-02-14,480,A7,00301420,NLU,PVG,86101180001,VENTANA SERRA SA DE CV,1,330,128.9,1.98,3.5,1097.25,1097.25,48.67,,86101180001,USD,,,PP,YMEDINA
20106203,2026-02-14,480,ET,00300720,NLU,CCS,86101470011,ECM EXPRESS CARGO MEXICO SA DE CV,1,322.5,256,1.935,5.5,1685.06,1685.06,74.5,,86101470011,USD,,HEA,PP,PTOLEDO
20106189,2026-02-14,480,ET,00202322,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,13,948.5,248,984.5,0.55,495.6,495.6,21.91,,86100040003,USD,,,PP,PTOLEDO
20106167,2026-02-14,480,ET,00202495,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,5,480,480,0.878,1,456,456,20.16,,86100370005,USD,,,PP,PTOLEDO
20106156,2026-02-14,480,ET,00211562,NLU,BOG,86114130001,DHL GLOBAL FORWARDING MEXICO SA DE,5,952,575.8,5.712,0.7,633.08,633.08,27.99,,,USD,,,PP,PTOLEDO
20106092,2026-02-14,HWB,A7,14231040852,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,9,3500,2596.1,0,0,0,0,0,,~020106092S,BRL,,HEA,PP,VMAXIMO
20106069,2026-02-14,480,ET,00202366,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,5,691.5,558,4.149,0.55,361.31,361.31,15.97,,86100040003,USD,,,PP,PTOLEDO
20106036,2026-02-14,480,ET,00276496,NLU,BOG,86199300014,SAVINO DEL BENE MEXICO SA DE CV,1,300,300,0.864,,0,0,0,,,USD,,HEA,,PTOLEDO
20105983,2026-02-14,HWB,A7,411000007332,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,10,5044,5043.8,0,0,0,0,0,,~020105983S,BRL,,HEA,PP,VMAXIMO
20105980,2026-02-14,480,ET,00148212,NLU,BOG,0000009CGO,AWESOME CARGO,88,1960,1869,11.76,0.7,1303.4,1303.4,57.62,,,USD,,,PP,PTOLEDO
20105965,2026-02-14,480,ET,00148201,NLU,BOG,0000009CGO,AWESOME CARGO,130,3020,2891,18.12,0.7,2008.3,2008.3,88.79,,,USD,,,PP,PTOLEDO
20105910,2026-02-14,HWB,A7,411000007332,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,10,5044,5043.8,0,0,0,0,0,,~020105910S,BRL,,HEA,PP,VMAXIMO
20105953,2026-02-14,480,ET,00148190,NLU,BOG,0000009CGO,AWESOME CARGO,86,1960,1814,11.76,0.7,1303.4,1303.4,57.62,,,USD,,,PP,PTOLEDO
20105944,2026-02-14,480,ET,00148186,NLU,BOG,0000009CGO,AWESOME CARGO,120,2640,2527,15.84,0.7,1755.6,1755.6,77.62,,,USD,,,PP,PTOLEDO
20105912,2026-02-14,480,ET,00148175,NLU,BOG,0000009CGO,AWESOME CARGO,126,2689,2689,0,0.7,1788.18,1788.18,79.06,,,USD,,,PP,PTOLEDO
20105894,2026-02-14,480,ET,00148164,NLU,BOG,0000009CGO,AWESOME CARGO,136,3020,2817,18.12,0.7,2008.3,2008.3,88.79,,,USD,,,PP,PTOLEDO
20105877,2026-02-14,480,ET,00148153,NLU,BOG,0000009CGO,AWESOME CARGO,132,3020,2811,18.12,0.7,2008.3,2008.3,88.79,,,USD,,,PP,PTOLEDO
20105871,2026-02-14,480,ET,00148142,NLU,BOG,0000009CGO,AWESOME CARGO,134,3020,2763,18.12,0.7,2008.3,2008.3,88.79,,,USD,,,PP,PTOLEDO
20105857,2026-02-14,480,ET,00148131,NLU,BOG,0000009CGO,AWESOME CARGO,84,1960,1867,11.76,0.7,1303.4,1303.4,57.62,,,USD,,,PP,PTOLEDO
20105828,2026-02-14,480,ET,00148120,NLU,BOG,0000009CGO,AWESOME CARGO,116,2640,2487,15.84,0.7,1755.6,1755.6,77.62,,,USD,,,PP,PTOLEDO
20105782,2026-02-14,HWB,A7,2601681,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,8,2582.5,1341.4,0,0,0,0,0,,~020105782S,BRL,,HEA,PP,VMAXIMO
20105804,2026-02-14,480,ET,00148116,NLU,BOG,0000009CGO,AWESOME CARGO,127,3020,2709,18.12,0.7,2008.3,2008.3,88.79,,,USD,,,PP,PTOLEDO
20105784,2026-02-14,480,ET,00148105,NLU,BOG,0000009CGO,AWESOME CARGO,136,3020,2948,18.12,0.7,2008.3,2008.3,88.79,,,USD,,,PP,PTOLEDO
20105752,2026-02-14,480,ET,00148094,NLU,BOG,0000009CGO,AWESOME CARGO,125,3020,2727,18.12,0.7,2008.3,2008.3,88.79,,,USD,,,PP,PTOLEDO
20105732,2026-02-14,480,ET,00148083,NLU,BOG,0000009CGO,AWESOME CARGO,130,3020,2742,3020,0.7,2008.3,2008.3,88.79,,0000009CGO,USD,,,PP,PTOLEDO
20105659,2026-02-14,HWB,A7,1072660356,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,2,432,423,0,0,0,0,0,,~020105659S,BRL,,HEA,PP,VMAXIMO
20105627,2026-02-14,HWB,A7,1072581086,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,4,601,601,0,0,0,0,0,,~020105627S,BRL,,HEA,PP,VMAXIMO
20096965,2026-02-14,480,A7,00302396,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,24,16426,16426,46.08,2.75,0,45171.5,0,,~020096965S,CLP,,COL PEP,PP,System
20096942,2026-02-14,480,A7,00302411,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,19,13021,13021,35.76,2.75,0,35807.75,0,,~020096942S,CLP,,COL PEP,PP,System
20096904,2026-02-14,480,A7,00302400,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,24,16436,16436,46.08,2.75,0,45199,0,,~020096904S,CLP,,COL PEP,PP,System
20095751,2026-02-13,HWB,A7,1072636186,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,6,1257,1257,0,0,0,0,0,,~020095751S,BRL,,HEA,PP,VMONTEIRO
20094673,2026-02-13,480,A7,00207605,NLU,PVG,86114130001,DHL GLOBAL FORWARDING MEXICO SA DE,1,254,127,1.522,2.5,603.25,603.25,26.83,,86114130001,USD,,,PP,YMEDINA
20094611,2026-02-13,480,A7,00217523,NLU,PVG,86102340015,JAS FORWARDING DE MEXICO SA DE CV,8,5193,5193,6.636,0.65,3206.68,3206.68,142.03,,~020094611S,USD,,HEA,PP,YMEDINA
20094481,2026-02-13,480,A7,00202591,NLU,PEK,86199080015,DSV AIR SEA SA DE CV,3,720.5,282.5,4.322,0.7,479.13,479.13,21.54,,86199080015,USD,,,PP,YMEDINA
20094196,2026-02-13,480,A7,00237521,NLU,PEK,86102310092,KUEHNE + NAGEL FORWARDING,2,651,206,3.906,1.2,742.71,742.71,33.1,,86102310092,USD,,,PP,YMEDINA
20088705,2026-02-13,480,A7,00149435,HGH,NLU,0000009CGO,AWESOME CARGO,44,5260,5260,12,1,0.95,0.95,0,,0000009MAT,USD,,,PP,HGHOP
20088411,2026-02-13,480,A7,00121962,HGH,NLU,0000009CGO,AWESOME CARGO,50,2000,915,12,1,0.95,0.95,0,,0000009HAS,USD,,,PP,HGHOP
20088358,2026-02-13,480,A7,00121903,HGH,VCP,0000009CGO,AWESOME CARGO,60,2000,1117,12,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
20088342,2026-02-13,480,A7,00121892,HGH,VCP,0000009CGO,AWESOME CARGO,32,2000,532,12,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
20088308,2026-02-13,480,A7,00121822,HGH,VCP,0000009CGO,AWESOME CARGO,58,2000,1109,12,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
20088243,2026-02-13,480,A7,00121811,HGH,VCP,0000009CGO,AWESOME CARGO,60,2000,1093,12,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
20088219,2026-02-13,480,A7,00149575,HGH,VCP,0000009CGO,AWESOME CARGO,94,2000,1806,12,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
20088151,2026-02-13,480,A7,00149693,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1700,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20088123,2026-02-13,480,A7,00149601,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1729,12,1,0,0,0,,0000009FUJ,USD,,,PP,HGHOP
20088108,2026-02-13,480,A7,00149531,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1708,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20088082,2026-02-13,480,A7,00149520,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1638,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20088049,2026-02-13,480,A7,00149516,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1748,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20088003,2026-02-13,480,A7,00149505,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1651,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20087976,2026-02-13,480,A7,00149494,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1707,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20087948,2026-02-13,480,A7,00149483,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1700,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20087820,2026-02-13,480,A7,00149472,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1625,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20085329,2026-02-13,480,A7,00149704,HGH,NLU,0000009CGO,AWESOME CARGO,2,2000,228,12,1,0.95,0.95,0,,0000009ALL,USD,,HEA,PP,HGHOP
20085191,2026-02-13,480,A7,00073113,HGH,NLU,0000009CGO,AWESOME CARGO,1,2000,96,12,1,0.95,0.95,0,,0000009ALL,USD,,HEA,PP,HGHOP
20085155,2026-02-13,480,A7,00101920,HGH,NLU,0000009CGO,AWESOME CARGO,12,2000,1691,12,1,0.95,0.95,0,,0000009ZCP,USD,,HEA,PP,HGHOP
20085119,2026-02-13,480,A7,00102012,HGH,NLU,0000009CGO,AWESOME CARGO,21,2774,2774,12,1,0.95,0.95,0,,0000009ZCP,USD,,,PP,HGHOP
20085095,2026-02-13,480,A7,00149262,HGH,NLU,0000009CGO,AWESOME CARGO,100,2225,2225,12,1,0.95,0.95,0,,0000009SZI,USD,,,PP,HGHOP
20085074,2026-02-13,480,A7,00149240,HGH,NLU,0000009CGO,AWESOME CARGO,100,2109,2109,12,1,0.95,0.95,0,,0000009SZI,USD,,,PP,HGHOP
20085054,2026-02-13,480,A7,00149236,HGH,NLU,0000009CGO,AWESOME CARGO,100,2120,2120,12,1,0.95,0.95,0,,0000009SZI,USD,,,PP,HGHOP
20085036,2026-02-13,480,A7,00149225,HGH,NLU,0000009CGO,AWESOME CARGO,100,2083,2083,12,1,0.95,0.95,0,,0000009SZI,USD,,,PP,HGHOP
20085001,2026-02-13,480,A7,00149214,HGH,NLU,0000009CGO,AWESOME CARGO,100,2144,2144,12,1,0.95,0.95,0,,0000009SZI,USD,,,PP,HGHOP
20082747,2026-02-13,480,A7,00121726,HGH,NLU,0000009CGO,AWESOME CARGO,26,2000,542,12,1,0.95,0.95,0,,0000009SZP,USD,,,PP,HGHOP
20082726,2026-02-13,480,A7,00121715,HGH,NLU,0000009CGO,AWESOME CARGO,62,2000,1323,12,1,0.95,0.95,0,,0000009SZP,USD,,,PP,HGHOP
20082696,2026-02-13,480,A7,00149365,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1778,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20082652,2026-02-13,480,A7,00149380,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1575,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20082554,2026-02-13,480,A7,00149376,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1569,12,1,0.95,0.95,0,,0000009FUJ,USD,,,PP,HGHOP
20067557,2026-02-12,480,A7,00283290,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,30,555,255.3,3.316,0,0,0,0,,~020067557S,USD,,,PP,System
20067467,2026-02-12,480,A7,00282730,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,12,2282,2281,13.69,0,0,0,0,,~020067467S,BRL,,,PP,System
20064778,2026-02-12,480,A7,00147265,CGO,SCL,0000009CGO,AWESOME CARGO,90,1991,1991,10.238,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20064751,2026-02-12,480,A7,00147276,CGO,SCL,0000009CGO,AWESOME CARGO,17,322,322,1.772,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20064692,2026-02-12,480,A7,00147254,CGO,SCL,0000009CGO,AWESOME CARGO,95,2224,2224,11.4,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20064652,2026-02-12,480,A7,00147243,CGO,SCL,0000009CGO,AWESOME CARGO,95,2316,2316,11.4,1,2200.2,2200.2,0,,0000009YUT,CNY,,HEA,PP,CGOOP1
20064539,2026-02-12,480,A7,00147221,CGO,SCL,0000009CGO,AWESOME CARGO,95,2154,2154,11.4,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20064432,2026-02-12,480,A7,00147210,CGO,SCL,0000009CGO,AWESOME CARGO,95,2184,2184,11.4,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20064382,2026-02-12,480,A7,00147232,CGO,SCL,0000009CGO,AWESOME CARGO,95,2306,2306,11.4,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
20064331,2026-02-12,480,A7,00073091,CGO,SCL,0000009CGO,AWESOME CARGO,3,630,205,3.778,1,0.95,0.95,0,,~020064331S,USD,,HEA,PP,CGOOP1
20064266,2026-02-12,480,A7,00117224,CGO,SCL,0000009CGO,AWESOME CARGO,2,221,221,0.133,1,0.95,0.95,0,,~020064266S,USD,,HEA,PP,CGOOP1
